OEM,Model,Segment,Month,Year,NoOfSales,EngineCapacity,Mileage,Model Price,Dealer location,Region
Hero MotoCorp,XPULSE,Motorcycle,Dec,2021,2535,200cc,45 kmpl,"Rs. 1,17,600",Hyderabad,South
Hero MotoCorp,Xtreme,Motorc,Dec,2021,1862,200cc,45 kmpl,"Rs. 96,400",Hyderabad,South
Hero MotoCorp,Maestro,Scooter,Oct,2022,4878,110cc,53 kmpl,"Rs. 63,450",Hyderabad,South
Hero MotoCorp,DESTINY,Scooter,Oct,2022,14759,125cc,60 kmpl,"Rs. 70,450",Hyderabad,South
Hero MotoCorp,Pleasure,Scooter,Oct,2022,14927,110cc,63 kmpl,"Rs. 62,180",Hyderabad,South
Hero MotoCorp,HF Deluxe,Motorcycle,Oct,2022,78076,97.2 cc,72,"49,800 - 61,975",Hyderabad,South
Hero MotoCorp,Passion,Motorcycle,Oct,2022,31964,110cc,60 kmpl,"Rs. 69,950",Hyderabad,South
Hero MotoCorp,Glamour,Motorcycle,Oct,2022,28335,125cc,64 kmpl,"Rs. 77,300",Hyderabad,South
Hero MotoCorp,XPULSE,Motorcycle,Oct,2022,2972,200cc,45 kmpl,"Rs. 1,17,600",Hyderabad,South
Hero MotoCorp,Xtreme,Motorcycle,Oct,2022,5164,200cc,45 kmpl,"Rs. 96,400",Hyderabad,South
Hero MotoCorp,Maestro,Scooter,Nov,2021,5390,110cc,53 kmpl,"Rs. 63,450",Hyderabad,South
Hero MotoCorp,DESTINY,Scooter,Nov,2021,3264,125cc,60 kmpl,"Rs. 70,450",Hyderabad,South
Hero MotoCorp,Pleasure,Scooter,Nov,2021,11136,110cc,63 kmpl,"Rs. 62,180",Hyderabad,South
Hero MotoCorp,HF Deluxe,Motorcycle,Nov,2021,76149,97.2 cc,72,"49,800 - 61,975",Hyderabad,South
Hero MotoCorp,Passion,Motorcycle,Nov,2021,12933,110cc,60 kmpl,"Rs. 69,950",Hyderabad,South
Hero MotoCorp,Glamour,Motorcycle,Nov,2021,21901,125cc,64 kmpl,"Rs. 77,300",Hyderabad,South
Hero MotoCorp,XPULSE,Motorcycle,Nov,2021,2303,200cc,45 kmpl,"Rs. 1,17,600",Hyderabad,South
Hero MotoCorp,Xtreme,Motorcycle,Nov,2021,3251,200cc,45 kmpl,"Rs. 96,400",Hyderabad,South
Hero MotoCorp,Maestro,Scooter,Sep,2022,4341,110cc,53 kmpl,"Rs. 63,450",Hyderabad,South
Hero MotoCorp,DESTINY,Scooter,Sep,2022,14951,125cc,60 kmpl,"Rs. 70,450",Hyderabad,South
Hero MotoCorp,Pleasure,Scooter,Sep,2022,19682,110cc,63 kmpl,"Rs. 62,180",Hyderabad,South
Hero MotoCorp,HF Deluxe,Motorcycle,Sep,2022,93596,97.2 cc,72,"49,800 - 61,975",Hyderabad,South
Hero MotoCorp,Passion,Motorc,Sep,2022,36108,110cc,60 kmpl,"Rs. 69,950",Hyderabad,South
Hero MotoCorp,Super Splendor,Motorcycle,Sep,2022,29568,125cc,68 kmpl,"Rs. 71,900",Hyderabad,South
Hero MotoCorp,Glamour,Motorcycle,Sep,2022,38266,125cc,64 kmpl,"Rs. 77,300",Hyderabad,South
Hero MotoCorp,XPULSE 200,Motorcycle,Sep,2022,5772,200cc,45 kmpl,"Rs. 1,17,600",Hyderabad,South
Hero MotoCorp,Xtreme,Motorcycle,Sep,2022,4285,200cc,45 kmpl,"Rs. 96,400",Hyderabad,South
Hero MotoCorp,Maestro,Scooter,Oct,2021,6914,110cc,53 kmpl,"Rs. 63,450",Hyderabad,South
Hero MotoCorp,DESTINY,Scooter,Oct,2021,12898,125cc,60 kmpl,"Rs. 70,450",Hyderabad,South
Hero MotoCorp,Pleasure,Scooter,Oct,2021,21716,110cc,63 kmpl,"Rs. 62,180",Hyderabad,South
Hero MotoCorp,HF Deluxe,Motorcycle,Oct,2021,164311,97.2 cc,72,"49,800 - 61,975",Hyderabad,South
Hero MotoCorp,Passion,Motorc,Oct,2021,17666,110cc,60 kmpl,"Rs. 69,950",Hyderabad,South
Hero MotoCorp,Super Splendor,Motorcycle,Oct,2021,24829,125cc,68 kmpl,"Rs. 71,900",Hyderabad,South
Hero MotoCorp,Glamour,Motorcycle,Oct,2021,25663,125cc,64 kmpl,"Rs. 77,300",Hyderabad,South
Hero MotoCorp,XPULSE,Motorcycle,Oct,2021,3815,200cc,45 kmpl,"Rs. 1,17,600",Hyderabad,South
Hero MotoCorp,Xtreme,Motorcycle,Oct,2021,6919,200cc,45 kmpl,"Rs. 96,400",Hyderabad,South
Hero MotoCorp,Maestro,Scooter,Aug,2022,3323,110cc,53 kmpl,"Rs. 63,450",Hyderabad,South
Hero MotoCorp,DESTINY,Scooter,Aug,2022,11213,125cc,60 kmpl,"Rs. 70,450",Hyderabad,South
Hero MotoCorp,pleasure,Scooter,Aug,2022,16589,110cc,63 kmpl,"Rs. 62,180",Hyderabad,South
Hero MotoCorp,Passion,Motorcyc le,Aug,2022,28149,110cc,60 kmpl,"Rs. 69,950",Hyderabad,South
Hero MotoCorp,Splendor,Motorcycle,Aug,2022,257918,100cc,81 kmpl,"Rs. 64,150",Hyderabad,South
Hero MotoCorp,Super Splendor,Motorcycle,Aug,2022,28089,125cc,68 kmpl,"Rs. 71,900",Hyderabad,South
Hero MotoCorp,Glamour,Motorcycle,Aug,2022,27613,125cc,64 kmpl,"Rs. 77,300",Hyderabad,South
Hero MotoCorp,XPULSE,Moto,Aug,2022,1987,200cc,45 kmpl,"Rs. 1,17,600",Hyderabad,South
Hero MotoCorp,Xtreme,Moto,Aug,2022,3602,200cc,45 kmpl,"Rs. 96,400",Hyderabad,South
Hero MotoCorp,Maestro,Scooter,Sep,2021,6137,110cc,53 kmpl,"Rs. 63,450",Hyderabad,South
Hero MotoCorp,DESTINY,Scooter,Sep,2021,12358,125cc,60 kmpl,"Rs. 70,450",Hyderabad,South
Hero MotoCorp,pleasure,Scooter,Sep,2021,21648,110cc,63 kmpl,"Rs. 62,180",Hyderabad,South
Hero MotoCorp,Passion,Motorcyc le,Sep,2021,17191,110cc,60 kmpl,"Rs. 69,950",Hyderabad,South
Hero MotoCorp,Splendor,Motorcycle,Sep,2021,246009,100cc,81 kmpl,"Rs. 64,150",Hyderabad,South
Hero MotoCorp,Super Splendor,Motorcycle,Sep,2021,31287,125cc,68 kmpl,"Rs. 71,900",Hyderabad,South
Hero MotoCorp,Glamour,Motorcycle,Sep,2021,26866,125cc,64 kmpl,"Rs. 77,300",Hyderabad,South
Hero MotoCorp,XPULSE,Moto,Sep,2021,3375,200cc,45 kmpl,"Rs. 1,17,600",Hyderabad,South
Hero MotoCorp,Xtreme,Moto,Sep,2021,5996,200cc,45 kmpl,"Rs. 96,400",Hyderabad,South
Hero MotoCorp,Maestro,Scooter,July,2022,2629,110cc,53 kmpl,"Rs. 63,450",Hyderabad,South
Hero MotoCorp,DESTINY,Scooter,July,2022,7924,125cc,60 kmpl,"Rs. 70,450",Hyderabad,South
Hero MotoCorp,Pleasure,Scooter,July,2022,12993,110cc,63 kmpl,"Rs. 62,180",Hyderabad,South
Hero MotoCorp,HF Deluxe,Motorc,July,2022,97451,97.2 cc,72,"49,800 - 61,975",Hyderabad,South
Hero MotoCorp,Passion,Motorc Cle,July,2022,20298,110cc,60 kmpl,"Rs. 69,950",Hyderabad,South
Hero MotoCorp,Splendor,Motorcycle,July,2022,224271,100cc,81 kmpl,"Rs. 64,150",Hyderabad,South
Hero MotoCorp,Super Splendor,Motorcycle,July,2022,26138,125cc,68 kmpl,"Rs. 71,900",Hyderabad,South
Hero MotoCorp,Glamour,Motorcycle,July,2022,30774,125cc,64 kmpl,"Rs. 77,300",Hyderabad,South
Hero MotoCorp,XPULSE,Motorcycle,July,2022,5435,200cc,45 kmpl,"Rs. 1,17,600",Hyderabad,South
Hero MotoCorp,Xtreme,Motorcycle,July,2022,2741,200cc,45 kmpl,"Rs. 96,400",Hyderabad,South
Hero MotoCorp,Maestro,Scooter,Aug,2021,6127,110cc,53 kmpl,"Rs. 63,450",Hyderabad,South
Hero MotoCorp,DESTINY,Scooter,Aug,2021,8253,125cc,60 kmpl,"Rs. 70,450",Hyderabad,South
Hero MotoCorp,Pleasure,Scooter,Aug,2021,17200,110cc,63 kmpl,"Rs. 62,180",Hyderabad,South
Hero MotoCorp,HF Deluxe,Motorc,Aug,2021,114575,97.2 cc,72,"49,800 - 61,975",Hyderabad,South
Hero MotoCorp,Passion,Motorc Cle,Aug,2021,14812,110cc,60 kmpl,"Rs. 69,950",Hyderabad,South
Hero MotoCorp,Splendor,Motorcycle,Aug,2021,218516,100cc,81 kmpl,"Rs. 64,150",Hyderabad,South
Hero MotoCorp,Super Splendor,Motorcycle,Aug,2021,23187,125cc,68 kmpl,"Rs. 71,900",Hyderabad,South
Hero MotoCorp,Glamour,Motorcycle,Aug,2021,23747,125cc,64 kmpl,"Rs. 77,300",Hyderabad,South
Hero MotoCorp,XPULSE,Motorcycle,Aug,2021,1314,200cc,45 kmpl,"Rs. 1,17,600",Hyderabad,South
Hero MotoCorp,Xtreme,Motorcycle,Aug,2021,3344,200cc,45 kmpl,"Rs. 96,400",Hyderabad,South
Hero MotoCorp,Maestro,Scooter,June,2022,2937,110cc,53 kmpl,"Rs. 63,450",Hyderabad,South
Hero MotoCorp,DESTINY,Scooter,June,2022,7731,125cc,60 kmpl,"Rs. 70,450",Hyderabad,South
Hero MotoCorp,Pleasure,Scooter,June,2022,11321,110cc,63 kmpl,"Rs. 62,180",Hyderabad,South
Hero MotoCorp,Passion,Motorcycle,June,2022,18560,110cc,60 kmpl,"Rs. 69,950",Hyderabad,South
Hero MotoCorp,Glamour,Motorcycle,June,2022,30105,125cc,64 kmpl,"Rs. 77,300",Hyderabad,South
Hero MotoCorp,XPULSE,Motorcycle,June,2022,4642,200cc,45 kmpl,"Rs. 1,17,600",Hyderabad,South
Hero MotoCorp,Xtreme,Motorcycle,June,2022,3806,200cc,45 kmpl,"Rs. 96,400",Hyderabad,South
Hero MotoCorp,Maestro,Scooter,July,2021,3631,110cc,53 kmpl,"Rs. 63,450",Hyderabad,South
Hero MotoCorp,DESTINY,Scooter,July,2021,8070,125cc,60 kmpl,"Rs. 70,450",Hyderabad,South
Hero MotoCorp,Pleasure,Scooter,July,2021,17713,110cc,63 kmpl,"Rs. 62,180",Hyderabad,South
Hero MotoCorp,Passion,Motorcycle,July,2021,18316,110cc,60 kmpl,"Rs. 69,950",Hyderabad,South
Hero MotoCorp,Glamour,Motorcycle,July,2021,20606,125cc,64 kmpl,"Rs. 77,300",Hyderabad,South
Hero MotoCorp,XPULSE,Motorcycle,July,2021,1402,200cc,45 kmpl,"Rs. 1,17,600",Hyderabad,South
Hero MotoCorp,Xtreme,Motorcycle,July,2021,2302,200cc,45 kmpl,"Rs. 96,400",Hyderabad,South
Hero MotoCorp,DESTINY,Scooter,May,2022,10892,125cc,60 kmpl,"Rs. 70,450",Hyderabad,South
Hero MotoCorp,Pleasure,Scooter,May,2022,18531,110cc,63 kmpl,"Rs. 62,180",Hyderabad,South
Hero MotoCorp,Passion,Motorcycle,May,2022,6847,110cc,60 kmpl,"Rs. 69,950",Hyderabad,South
Hero MotoCorp,Glamour,Motorcycle,May,2022,28363,125cc,64 kmpl,"Rs. 77,300",Hyderabad,South
Hero MotoCorp,XPULSE,Motorcycle,May,2022,3481,200cc,45 kmpl,"Rs. 1,17,600",Hyderabad,South
Hero MotoCorp,Xtreme,Motorcycle,May,2022,4256,200cc,45 kmpl,"Rs. 96,400",Hyderabad,South
Hero MotoCorp,DESTINY,Scooter,June,2021,5491,125cc,60 kmpl,"Rs. 70,450",Hyderabad,South
Hero MotoCorp,Pleasure,Scooter,June,2021,17937,110cc,63 kmpl,"Rs. 62,180",Hyderabad,South
Hero MotoCorp,Passion,Motorcycle,June,2021,16113,110cc,60 kmpl,"Rs. 69,950",Hyderabad,South
Hero MotoCorp,Glamour,Motorcycle,June,2021,18759,125cc,64 kmpl,"Rs. 77,300",Hyderabad,South
Hero MotoCorp,XPULSE,Motorcycle,June,2021,1833,200cc,45 kmpl,"Rs. 1,17,600",Hyderabad,South
Hero MotoCorp,Xtreme,Motorcycle,June,2021,1017,200cc,45 kmpl,"Rs. 96,400",Hyderabad,South
Hero MotoCorp,Maestro,Scooter,May,2021,616,110cc,53 kmpl,"Rs. 63,450",Hyderabad,South
Hero MotoCorp,DESTINY,Scooter,May,2021,540,125cc,60 kmpl,"Rs. 70,450",Hyderabad,South
Hero MotoCorp,Pleasure,Scooter,May,2021,2208,110cc,63 kmpl,"Rs. 62,180",Hyderabad,South
Hero MotoCorp,Passion,Motorcycle,May,2021,5041,110cc,60 kmpl,"Rs. 69,950",Hyderabad,South
Hero MotoCorp,Splendor,Motorcycle,May,2021,84043,100cc,81 kmpl,"Rs. 64,150",Hyderabad,South
Hero MotoCorp,Super Splendor,Motorcycle,May,2021,16392,125cc,68 kmpl,"Rs. 71,900",Hyderabad,South
Hero MotoCorp,Glamour,Motorcycle,May,2021,7313,125cc,64 kmpl,"Rs. 77,300",Hyderabad,South
Hero MotoCorp,XPULSE,Motorcycle,May,2021,1080,200cc,45 kmpl,"Rs. 1,17,600",Hyderabad,South
Hero MotoCorp,Xtreme,Motorcycle,May,2021,187,200cc,45 kmpl,"Rs. 96,400",Hyderabad,South
Hero MotoCorp,DESTINY,Scooter,Apr,2022,8981,125cc,60 kmpl,"Rs. 70,450",Hyderabad,South
Hero MotoCorp,Pleasure,Scooter,Apr,2022,12303,110cc,63 kmpl,"Rs. 62,180",Hyderabad,South
Hero MotoCorp,Passion,Motorcycle,Apr,2022,10384,110cc,60 kmpl,"Rs. 69,950",Hyderabad,South
Hero MotoCorp,Splendor,Motorcycle,Apr,2022,201957,100cc,81 kmpl,"Rs. 64,150",Hyderabad,South
Hero MotoCorp,Super Splendor,Motorcycle,Apr,2022,32128,125cc,68 kmpl,"Rs. 71,900",Hyderabad,South
Hero MotoCorp,Glamour,Motorcycle,Apr,2022,20796,125cc,64 kmpl,"Rs. 77,300",Hyderabad,South
Hero MotoCorp,XPULSE,Motorcycle,Apr,2022,3179,200cc,45 kmpl,"Rs. 1,17,600",Hyderabad,South
Hero MotoCorp,Xtreme,Motorcycle,Apr,2022,3981,200cc,45 kmpl,"Rs. 96,400",Hyderabad,South
Hero MotoCorp,DESTINY,Scooter,Apr,2021,9121,125cc,60 kmpl,"Rs. 70,450",Hyderabad,South
Hero MotoCorp,Pleasure,Scooter,Apr,2021,18298,110cc,63 kmpl,"Rs. 62,180",Hyderabad,South
Hero MotoCorp,Passion,Motorcycle,Apr,2021,17748,110cc,60 kmpl,"Rs. 69,950",Hyderabad,South
Hero MotoCorp,Splendor,Motorcycle,Apr,2021,161567,100cc,81 kmpl,"Rs. 64,150",Hyderabad,South
Hero MotoCorp,Super Splendor,Motorcycle,Apr,2021,31941,125cc,68 kmpl,"Rs. 71,900",Hyderabad,South
Hero MotoCorp,Glamour,Motorcycle,Apr,2021,23627,125cc,64 kmpl,"Rs. 77,300",Hyderabad,South
Hero MotoCorp,XPULSE,Motorcycle,Apr,2021,2045,200cc,45 kmpl,"Rs. 1,17,600",Hyderabad,South
Hero MotoCorp,Xtreme,Motorcycle,Apr,2021,2293,200cc,45 kmpl,"Rs. 96,400",Hyderabad,South
Hero MotoCorp,DESTINY,Scooter,Mar,2022,2825,125cc,60 kmpl,"Rs. 70,450",Hyderabad,South
Hero MotoCorp,Pleasure,Scooter,Mar,2022,15498,110cc,63 kmpl,"Rs. 62,180",Hyderabad,South
Hero MotoCorp,Passion,Motor,Mar,2022,6751,110cc,60 kmpl,"Rs. 69,950",Hyderabad,South
Hero MotoCorp,Splendor,Motorcycle,Mar,2022,224748,100cc,81 kmpl,"Rs. 64,150",Hyderabad,South
Hero MotoCorp,Super Splendor,Motorcycle,Mar,2022,23829,125cc,68 kmpl,"Rs. 71,900",Hyderabad,South
Hero MotoCorp,Glamour,Motorcycle,Mar,2022,31037,125cc,64 kmpl,"Rs. 77,300",Hyderabad,South
Hero MotoCorp,XPULSE,Motorcycle,Mar,2022,4563,200cc,45 kmpl,"Rs. 1,17,600",Hyderabad,South
Hero MotoCorp,Xtreme,Motorcycle,Mar,2022,1321,200cc,45 kmpl,"Rs. 96,400",Hyderabad,South
Hero MotoCorp,DESTINY,Scooter,Mar,2021,14044,125cc,60 kmpl,"Rs. 70,450",Hyderabad,South
Hero MotoCorp,Pleasure,Scooter,Mar,2021,28516,110cc,63 kmpl,"Rs. 62,180",Hyderabad,South
Hero MotoCorp,Passion,Motor,Mar,2021,30464,110cc,60 kmpl,"Rs. 69,950",Hyderabad,South
Hero MotoCorp,Splendor,Motorcycle,Mar,2021,239702,100cc,81 kmpl,"Rs. 64,150",Hyderabad,South
Hero MotoCorp,Super Splendor,Motorcycle,Mar,2021,40388,125cc,68 kmpl,"Rs. 71,900",Hyderabad,South
Hero MotoCorp,Glamour,Motorcycle,Mar,2021,32371,125cc,64 kmpl,"Rs. 77,300",Hyderabad,South
Hero MotoCorp,XPULSE,Motorcycle,Mar,2021,2485,200cc,45 kmpl,"Rs. 1,17,600",Hyderabad,South
Hero MotoCorp,Xtreme,Motorcycle,Mar,2021,3840,200cc,45 kmpl,"Rs. 96,400",Hyderabad,South
Hero MotoCorp,DESTINY,Scooter,Feb,2022,674,125cc,60 kmpl,"Rs. 70,450",Hyderabad,South
Hero MotoCorp,Pleasure,Scooter,Feb,2022,14207,110cc,63 kmpl,"Rs. 62,180",Hyderabad,South
Hero MotoCorp,Passion,Moto,Feb,2022,7196,110cc,60 kmpl,"Rs. 69,950",Hyderabad,South
Hero MotoCorp,Splendor,Motorcycle,Feb,2022,176988,100cc,81 kmpl,"Rs. 64,150",Hyderabad,South
Hero MotoCorp,Super Splendor,Motorcycle,Feb,2022,16743,125cc,68 kmpl,"Rs. 71,900",Hyderabad,South
Hero MotoCorp,Glamour,Motorcycle,Feb,2022,27406,125cc,64 kmpl,"Rs. 77,300",Hyderabad,South
Hero MotoCorp,XPULSE,Motorcycle,Feb,2022,4270,200cc,45 kmpl,"Rs. 1,17,600",Hyderabad,South
Hero MotoCorp,Xtreme,Motorcycle,Feb,2022,3593,200cc,45 kmpl,"Rs. 96,400",Hyderabad,South
Hero MotoCorp,DESTINY,Scooter,Feb,2021,12031,125cc,60 kmpl,"Rs. 70,450",Hyderabad,South
Hero MotoCorp,Pleasure,Scooter,Feb,2021,23106,110cc,63 kmpl,"Rs. 62,180",Hyderabad,South
Hero MotoCorp,Passion,Moto,Feb,2021,34417,110cc,60 kmpl,"Rs. 69,950",Hyderabad,South
Hero MotoCorp,Splendor,Motorcycle,Feb,2021,213146,100cc,81 kmpl,"Rs. 64,150",Hyderabad,South
Hero MotoCorp,Super Splendor,Motorcycle,Feb,2021,34276,125cc,68 kmpl,"Rs. 71,900",Hyderabad,South
Hero MotoCorp,Glamour,Motorcycle,Feb,2021,27375,125cc,64 kmpl,"Rs. 77,300",Hyderabad,South
Hero MotoCorp,XPULSE,Motorcycle,Feb,2021,2861,200cc,45 kmpl,"Rs. 1,17,600",Hyderabad,South
Hero MotoCorp,Xtreme,Motorcycle,Feb,2021,4985,200cc,45 kmpl,"Rs. 96,400",Hyderabad,South
Hero MotoCorp,DESTINY,Scooter,Jan,2022,3049,125cc,60 kmpl,"Rs. 70,450",Hyderabad,South
Hero MotoCorp,Pleasure,Scooter,Jan,2022,13195,110cc,63 kmpl,"Rs. 62,180",Hyderabad,South
Hero MotoCorp,Passion,Motor,Jan,2022,11759,110cc,60 kmpl,"Rs. 69,950",Hyderabad,South
Hero MotoCorp,Splendor,Motorcycle,Jan,2022,194760,100cc,81 kmpl,"Rs. 64,150",Hyderabad,South
Hero MotoCorp,Super Splendor,Motorcycle,Jan,2022,13503,125cc,68 kmpl,"Rs. 71,900",Hyderabad,South
Hero MotoCorp,Glamour,Motorcycle,Jan,2022,24473,125cc,64 kmpl,"Rs. 77,300",Hyderabad,South
Hero MotoCorp,XPULSE,Motorcycle,Jan,2022,3132,200cc,45 kmpl,"Rs. 1,17,600",Hyderabad,South
Hero MotoCorp,Xtreme,Motorcycle,Jan,2022,3067,200cc,45 kmpl,"Rs. 96,400",Hyderabad,South
Hero MotoCorp,DESTINY,Scooter,Jan,2021,9484,125cc,60 kmpl,"Rs. 70,450",Hyderabad,South
Hero MotoCorp,Pleasure,Scooter,Jan,2021,18603,110cc,63 kmpl,"Rs. 62,180",Hyderabad,South
Hero MotoCorp,Passion,Motor,Jan,2021,43162,110cc,60 kmpl,"Rs. 69,950",Hyderabad,South
Hero MotoCorp,Splendor,Motorcycle,Jan,2021,188157,100cc,81 kmpl,"Rs. 64,150",Hyderabad,South
Hero MotoCorp,Super Splendor,Motorcycle,Jan,2021,37225,125cc,68 kmpl,"Rs. 71,900",Hyderabad,South
Hero MotoCorp,Glamour,Motorcycle,Jan,2021,22681,125cc,64 kmpl,"Rs. 77,300",Hyderabad,South
Hero MotoCorp,XPULSE,Motorcycle,Jan,2021,1750,200cc,45 kmpl,"Rs. 1,17,600",Hyderabad,South
Hero MotoCorp,Xtreme,Motorcycle,Jan,2021,5443,200cc,45 kmpl,"Rs. 96,400",Hyderabad,South
Hero MotoCorp,HF Deluxe,Motorcycle,Oct,2021,164311,97.2 cc,72,"49,800 - 61,975",Hyderabad,South
Hero MotoCorp,Passion,Motorc,Oct,2021,17666,110cc,60 kmpl,"Rs. 69,950",Hyderabad,South
Hero MotoCorp,Super Splendor,Motorcycle,Oct,2021,24829,125cc,68 kmpl,"Rs. 71,900",Hyderabad,South
Hero MotoCorp,Glamour,Motorcycle,Oct,2021,25663,125cc,64 kmpl,"Rs. 77,300",Hyderabad,South
Hero MotoCorp,XPULSE,Motorcycle,Oct,2021,3815,200cc,45 kmpl,"Rs. 1,17,600",Hyderabad,South
Hero MotoCorp,Xtreme,Motorcycle,Oct,2021,6919,200cc,45 kmpl,"Rs. 96,400",Hyderabad,South
Hero MotoCorp,Maestro,Scooter,Aug,2022,3323,110cc,53 kmpl,"Rs. 63,450",Hyderabad,South
Hero MotoCorp,DESTINY,Scooter,Aug,2022,11213,125cc,60 kmpl,"Rs. 70,450",Hyderabad,South
Hero MotoCorp,pleasure,Scooter,Aug,2022,16589,110cc,63 kmpl,"Rs. 62,180",Hyderabad,South
Hero MotoCorp,HF Deluxe,Motorcyc,Aug,2022,72224,97.2 cc,72,"49,800 - 61,975",Hyderabad,South
Hero MotoCorp,Passion,Motorcyc le,Aug,2022,28149,110cc,60 kmpl,"Rs. 69,950",Hyderabad,South
Hero MotoCorp,Splendor,Motorcycle,Aug,2022,257918,100cc,81 kmpl,"Rs. 64,150",Hyderabad,South
Hero MotoCorp,Super Splendor,Motorcycle,Aug,2022,28089,125cc,68 kmpl,"Rs. 71,900",Hyderabad,South
Hero MotoCorp,Glamour,Motorcycle,Aug,2022,27613,125cc,64 kmpl,"Rs. 77,300",Hyderabad,South
Hero MotoCorp,XPULSE,Moto,Aug,2022,1987,200cc,45 kmpl,"Rs. 1,17,600",Hyderabad,South
Hero MotoCorp,Xtreme,Moto,Aug,2022,3602,200cc,45 kmpl,"Rs. 96,400",Hyderabad,South
Hero MotoCorp,Maestro,Scooter,Sep,2021,6137,110cc,53 kmpl,"Rs. 63,450",Hyderabad,South
Hero MotoCorp,DESTINY,Scooter,Sep,2021,12358,125cc,60 kmpl,"Rs. 70,450",Hyderabad,South
Hero MotoCorp,pleasure,Scooter,Sep,2021,21648,110cc,63 kmpl,"Rs. 62,180",Hyderabad,South
Hero MotoCorp,HF Deluxe,Motorcyc,Sep,2021,134539,100cc,72,"49,800 - 61,975",Hyderabad,South
Hero MotoCorp,Passion,Motorcyc le,Sep,2021,17191,110cc,60 kmpl,"Rs. 69,950",Hyderabad,South
Hero MotoCorp,Splendor,Motorcycle,Sep,2021,246009,100cc,81 kmpl,"Rs. 64,150",Hyderabad,South
Hero MotoCorp,Super Splendor,Motorcycle,Sep,2021,31287,125cc,68 kmpl,"Rs. 71,900",Hyderabad,South
Hero MotoCorp,Glamour,Motorcycle,Sep,2021,26866,125cc,64 kmpl,"Rs. 77,300",Hyderabad,South
Hero MotoCorp,XPULSE,Moto,Sep,2021,3375,200cc,45 kmpl,"Rs. 1,17,600",Hyderabad,South
Hero MotoCorp,Xtreme,Moto,Sep,2021,5996,200cc,45 kmpl,"Rs. 96,400",Hyderabad,South
Hero MotoCorp,Maestro,Scooter,July,2022,2629,110cc,53 kmpl,"Rs. 63,450",Hyderabad,South
Hero MotoCorp,DESTINY,Scooter,July,2022,7924,125cc,60 kmpl,"Rs. 70,450",Hyderabad,South
Hero MotoCorp,Pleasure,Scooter,July,2022,12993,110cc,63 kmpl,"Rs. 62,180",Hyderabad,South
Hero MotoCorp,HF Deluxe,Motorc,July,2022,97451,97.2 cc,72,"49,800 - 61,975",Hyderabad,South
Hero MotoCorp,Passion,Motorc Cle,July,2022,20298,110cc,60 kmpl,"Rs. 69,950",Hyderabad,South
Hero MotoCorp,Splendor,Motorcycle,July,2022,224271,100cc,81 kmpl,"Rs. 64,150",Hyderabad,South
Hero MotoCorp,Super Splendor,Motorcycle,July,2022,26138,125cc,68 kmpl,"Rs. 71,900",Hyderabad,South
Hero MotoCorp,Glamour,Motorcycle,July,2022,30774,125cc,64 kmpl,"Rs. 77,300",Hyderabad,South
Hero MotoCorp,XPULSE,Motorcycle,July,2022,5435,200cc,45 kmpl,"Rs. 1,17,600",Hyderabad,South
Hero MotoCorp,Xtreme,Motorcycle,July,2022,2741,200cc,45 kmpl,"Rs. 96,400",Hyderabad,South
Hero MotoCorp,Maestro,Scooter,Aug,2021,6127,110cc,53 kmpl,"Rs. 63,450",Hyderabad,South
Hero MotoCorp,DESTINY,Scooter,Aug,2021,8253,125cc,60 kmpl,"Rs. 70,450",Hyderabad,South
Hero MotoCorp,Pleasure,Scooter,Aug,2021,17200,110cc,63 kmpl,"Rs. 62,180",Hyderabad,South
Hero MotoCorp,HF Deluxe,Motorc,Aug,2021,114575,97.2 cc,72,"49,800 - 61,975",Hyderabad,South
Hero MotoCorp,Passion,Motorc Cle,Aug,2021,14812,110cc,60 kmpl,"Rs. 69,950",Hyderabad,South
Hero MotoCorp,Splendor,Motorcycle,Aug,2021,218516,100cc,81 kmpl,"Rs. 64,150",Hyderabad,South
Hero MotoCorp,Super Splendor,Motorcycle,Aug,2021,23187,125cc,68 kmpl,"Rs. 71,900",Hyderabad,South
Hero MotoCorp,Glamour,Motorcycle,Aug,2021,23747,125cc,64 kmpl,"Rs. 77,300",Hyderabad,South
Hero MotoCorp,XPULSE,Motorcycle,Aug,2021,1314,200cc,45 kmpl,"Rs. 1,17,600",Hyderabad,South
Hero MotoCorp,Xtreme,Motorcycle,Aug,2021,3344,200cc,45 kmpl,"Rs. 96,400",Hyderabad,South
Hero MotoCorp,Maestro,Scooter,June,2022,2937,110cc,53 kmpl,"Rs. 63,450",Hyderabad,South
Hero MotoCorp,DESTINY,Scooter,June,2022,7731,125cc,60 kmpl,"Rs. 70,450",Hyderabad,South
Hero MotoCorp,Pleasure,Scooter,June,2022,11321,110cc,63 kmpl,"Rs. 62,180",Hyderabad,South
Hero MotoCorp,HF Deluxe,Motorcycle,June,2022,113155,97.2 cc,72,"49,800 - 61,975",Hyderabad,South
Hero MotoCorp,Passion,Motorcycle,June,2022,18560,110cc,60 kmpl,"Rs. 69,950",Hyderabad,South
Hero MotoCorp,Glamour,Motorcycle,June,2022,30105,125cc,64 kmpl,"Rs. 77,300",Hyderabad,South
Hero MotoCorp,XPULSE,Motorcycle,June,2022,4642,200cc,45 kmpl,"Rs. 1,17,600",Hyderabad,South
